"","track_id","artist_name","title","loudness","tempo","time_signature","key","mode","duration","song_hotttnesss","year","decade"
"12545","TRAVXII128F92FCC6D","Stephen Marley","Mind Control",-9.364,118.144,4,9,0,270.05342,0.544514002,2005,2005
"12549","TRAVXZP128F425C677","Michael Gettel","River Run",-16.685,168.035,4,1,0,452.25751,0.262308997,1992,1985
"12551","TRAVYHI12903CB95EC","T-Bone","Ride Wit Me",-6.135,96.007,4,1,1,234.16118,0.413739836,2001,1995
"12552","TRAVYIU128F42625E1","Agnostic Front","Standing On My Own",-5.152,112.292,1,9,1,105.84771,0.610184713,2001,1995
"12554","TRAVYPH128F149B902","Tinariwen","Assouf",-7.386,160.887,4,9,1,238.68036,0.619662672,2007,2005
"12555","TRAVYRR128F423C597","Alice Cooper","Make That Money (Scrooge's Song) (Album Version)",-10.998,92.685,4,4,1,209.47546,0.485122364,1982,1975
"12557","TRAVYVD128F4237876","MÃ_veis Coloniais de Acaju","Esquilo nÃ£o samba",-5.344,150.529,3,2,0,271.5424,0.615218693,2005,2005
"12559","TRAVYXL128EF34722F","Novembre","Reason",-5.437,113.746,4,1,0,313.3122,0.579416472,2006,2005
"12566","TRAVZWX128F92EC110","Berlin","Blink Of An Eye (Alternative)",-4.521,104.04,4,11,1,255.32036,0.270775999,2002,1995
"12568","TRAVZZV128F42AE511","Carlos NuÃ±ez","CamiÃ±o De Santiago",-11.019,143.969,4,0,1,275.43465,0.304169503,2004,1995
"12846","TRAWAHY128F14AA11E","Leon Russell","Out In The Woods",-14.274,158.754,4,9,1,218.51383,0.702259767,1976,1975
"12847","TRAWAJX128F426570B","Otis Taylor","Hungry People",-10.432,84.56,7,0,1,301.87057,0.542084763,2001,1995
"12848","TRAWALQ128F427E65A","BeyoncÃ©","Krazy In Luv",-5.533,99.694,4,2,1,254.98077,NA,2003,1995
"12849","TRAWAQB128F930D7F7","Lily Allen Featuring Ours","22 (Vingt Deux) (Feat. Ours)",-4.713,130.939,4,10,0,189.20444,NA,2009,2005
"12852","TRAWAXO12903CB2364","Atomic Rooster","The Rock",-12.535,143.137,4,0,0,269.71383,0.750701198,1971,1965
"12853","TRAWAXV128F92E075C","Information Society","Empty",-8.575,95.002,4,11,1,512.78322,0.265861049,1997,1995
"12855","TRAWBEN128F931012E","Peret","TÃ_cale Las Palmas",-3.97,86.005,4,7,1,179.69587,NA,1973,1965
"12859","TRAWBHE12903CBC4CB","B.o.B","Nothin' On You [feat. Bruno Mars] (Album Version)",-5.388,104.038,4,10,1,269.63546,1,2010,2005
"12861","TRAWBNP128F42BA71A","Justin Timberlake","Sexy Ladies",-5.044,100.012,4,9,0,238.602,NA,2006,2005
"12862","TRAWBOE128F92F2F46","Pearl Jam","You Are",-8.053,94.916,4,10,1,268.69506,0.758095181,2002,1995
"12863","TRAWBOS128EF33F24A","Ã„I-TIEM","Ã„i Jo",-9.686,135.799,4,7,1,100.70159,NA,2003,1995
"12865","TRAWBSO128F931F551","Jason & The Scorchers","19th Nervous Breakdown",-11.812,176.269,1,2,1,227.49995,NA,1998,1995
"12866","TRAWBSZ128F4278C10","Del The Funky Homosapien","Why You Wanna Get Funky...",-8.039,83.646,4,6,1,316.60363,0.636287224,1998,1995
"12867","TRAWBVQ128F149ADFD","Mau Mau","Balon Combo",-7.106,195.874,3,7,1,233.40363,0.265861049,1994,1985
"12868","TRAWBVW128F932A39F","Little Milton","Packed Up And Took My Mind",-11.062,141.609,4,7,0,278.30812,NA,1975,1975
"12869","TRAWBWG128F1462C30","Peter Tosh","Stand Firm (2002 Digital Remaster)",-9.821,146.644,4,9,1,371.1473,NA,1978,1975
"12870","TRAWBXQ128F149BF78","Talking Heads","Two Note Swivel (Unfinished Outtake)",-12.041,116.125,4,10,1,348.78649,0.629476733,2005,2005
"12874","TRAWCGS128F934BE2F","Shai Hulud","We Who Finish Last",-4.019,136.331,4,2,0,188.29016,0.693655624,2008,2005
"12876","TRAWCIS128F428CFD1","Daughters","Jones From Indiana",-4.058,143.251,1,8,0,64.9922,NA,2003,1995
"12877","TRAWCJY128F146A1D5","Bryan Ferry","Don't Want To Know (1999 Digital Remaster)",-6.895,119.897,1,3,0,247.11791,0.487112195,1994,1985
"12878","TRAWCLF128F92F48C4","BÃ©nabar","La Pierrade",-12.5,143.143,4,0,1,243.59138,0.299877488,2007,2005
"12879","TRAWCQE128F14676AC","Lifehouse","Simon",-7.072,141.78,4,8,0,360.95955,0.664556227,2000,1995
"12883","TRAWCRX128F9338160","Robert Lockwood_ Jr.","Feel Like Blowing My Horn",-13.456,90.64,1,2,1,274.70322,0.253834736,1998,1995
"12884","TRAWCTI128F931BF21","Home Town Hero","Twelve Ounce (Album Version)",-3.798,161.991,4,8,1,206.88934,0.253834736,2002,1995
"12887","TRAWCUK128F92DE15C","Little Angels","The First Cut Is The Deepest",-6.489,85.163,4,0,1,229.01506,0,1999,1995
"12889","TRAWCYI128F9316BD9","Michael Stanley Band","Where Have All The Clowns Gone",-15.089,167.336,4,5,1,257.61914,0,1975,1975
"12891","TRAWDEZ128F427ED67","The Ataris","so long_ astoria",-3.254,199.028,4,2,1,199.26159,NA,2004,1995
"12892","TRAWDLK128EF342E1E","Redman","Suicide",-12.466,98.401,4,1,0,209.84118,0.599875581,2007,2005
"12893","TRAWDOU128F146D770","Red Hot Chili Peppers","The Greeting Song (Album Version)",-9.959,134.221,4,9,1,193.43628,0.7015192,1991,1985
"12900","TRAWEDC128F14A2EBA","Y&T","Contagious",-12.083,123.788,4,3,0,201.74322,0.666532379,1987,1985
"12904","TRAWEIX128F14B0F05","Pete Rock & C.L. Smooth","They Reminisce Over You (Single Version)",-10.235,101.779,4,1,0,286.69342,0.932274163,1992,1985
"12906","TRAWEQF128F42591E9","Clara Nunes","NaÃ§Ã£o",-12.82,91.806,7,6,1,213.49832,NA,1982,1975
"12907","TRAWEST128F4242614","Story Of The Year","Meathead (Album Version) (Non-PA)",-4.219,209.695,4,10,1,145.3971,0.624180159,2005,2005
"12913","TRAWFCM12903CBE6FA","Skyforger","In the Underworld",-4.194,100.138,4,7,1,252.81261,0.535106025,2010,2005
"12918","TRAWFNS128F92F42F7","Mother Superior","Get that Girl (Remix)",-7.344,145.48,4,1,0,169.63873,0.265861049,2008,2005
"12919","TRAWFQT128F4294716","The Exciters","Reaching For The Best",-8.031,137.237,4,5,1,194.53342,0.676281395,1994,1985
"12922","TRAWFTQ12903CAC1FA","Natasha Bedingfield","These Words",-7.331,97.325,4,8,1,377.25995,NA,2004,1995
"12923","TRAWFVE128F42912CA","Dimmu Borgir","Sympozium",-2.307,186.848,4,1,1,313.88689,NA,2001,1995
"12925","TRAWFYX12903CA4766","Atomship","Whitfield",-5.233,136.129,4,0,1,296.04526,0.666303015,2004,1995
"12926","TRAWFZB128F92FFB99","Jefferson Starship","Stairway To Cleveland",-6.681,189.735,4,9,1,240.3522,0.327736683,1981,1975
"12927","TRAWGDB128F42AD39D","Regina Belle","Quiet Time",-9.174,92.643,4,7,0,307.22567,NA,1993,1985
"12928","TRAWGKB128F4268327","Disembowelment","Your Prophetic Throne Of Ivory",-10.351,79.952,7,3,1,460.56444,0.576300659,1993,1985
"12929","TRAWGLP128F92DE5AD","Spongebob Squarepants","Ripped Pants",-8.892,122.887,4,9,0,76.82567,0.615614234,2005,2005
"12932","TRAWGTL128F932D4F9","Kelly Sweet","We Are One",-7.321,135.015,4,1,0,504.92036,0.253999077,2007,2005
"12934","TRAWGXD128F428A36B","Mindy McCready","Guys Do It All The Time",-6.782,165.763,4,0,1,192.62649,0.729612115,1996,1995
"12936","TRAWGYZ128F92C494B","Patti Smith Group","Wave",-20.058,76.814,3,9,1,284.21179,NA,1979,1975
"12938","TRAWHDG128F426C8E3","Tam Tam Go!","Better Ways",-8.22,118.041,5,4,0,223.97342,NA,1990,1985
"12940","TRAWHIX128F92F5792","Alternative TV","Dub In Bed",-16.701,136.69,4,11,0,180.63628,NA,1981,1975
"12941","TRAWHJS128F93333E3","Junior Kimbrough","All Night Long",-10.871,168.814,4,0,1,355.68281,NA,1999,1995
"12942","TRAWHKB12903C9A7E6","Pat Metheny","Traveling Fast",-13.186,108.407,3,7,1,711.70567,0.386790177,2008,2005
"12944","TRAWHSM128F9301172","Big Jay Oakerson","It's All In How You Look At It",-8.33,122.757,1,8,1,172.5122,NA,2009,2005
"12947","TRAWHYL128F42934D4","ATB","Believe In Me (Clubb Mix)",-5.84,129.993,4,11,0,479.76444,0.576002203,2005,2005
"12950","TRAWHZK12903CB5A01","Everyday Sunday","Comfort Zone",-4.948,194.107,4,1,1,160.46975,0.355285536,2004,1995
"12951","TRAWHZS128F429CF97","Marco Beltrami","Dead Hackers",-20.823,119.729,4,11,1,91.37587,0.405115722,2007,2005
"12954","TRAWIFJ128F4259E47","Berlin","Now It's My Turn (Aqualite Mix)",-9.424,131.989,4,11,1,231.18322,0.215080319,2004,1995
"12955","TRAWIGC128F4295A2F","Eko Fresh feat. G-Style","Ich bin jung und brauche das Geld",-7.993,93.203,4,6,1,266.57914,0.270775999,2003,1995
"12956","TRAWIGT128F427448E","Las Ketchup","Tengo Un Novio TÃ¡ntriko",-4.939,90.545,4,1,0,195.73506,0.541960901,2002,1995
"12957","TRAWIJG128F42B502C","Shania Twain","Two Hearts One Love",-3.807,113.846,4,9,1,223.00689,0.457447167,1999,1995
"12959","TRAWINM128F932555F","Intex Systems","Vapour Fragments",-14.302,45.514,1,11,1,131.13424,NA,2006,2005
"12963","TRAWIPL128F92DE851","Cross Country","A Fall Song",-11.724,129.169,4,9,1,168.77669,0.212045405,2009,2005
"12968","TRAWIVY12903CF4A87","Dala","Alive",-7.397,121.967,4,9,1,240.27383,0.610457375,2009,2005
"12970","TRAWJAP12903CC515C","Commander Cody & His Lost Planet Airmen","Sister Sue",-14.152,182.918,7,9,0,162.45506,NA,1973,1965
"12971","TRAWJBE12903C9EB05","Faith Hill","Unsaveable (Album Version)",-5.537,87.003,4,7,1,231.44444,0.524822258,2002,1995
"12972","TRAWJDS128F4262D92","M83","Let Men Burn Stars",-12.692,110.182,4,9,0,116.45342,0.789583417,2005,2005
"12973","TRAWJFG128F92EFA9B","The Fabulous Thunderbirds","Mathilda",-8.037,115.476,3,1,1,196.44036,NA,1981,1975
"12977","TRAWJPF128F42626DB","Suicidal Tendencies","Monopoly On Sorrow",-6.61,130.345,4,11,1,312.55465,0.70450408,1992,1985
"12979","TRAWJYM12903CF5692","Joe McBride","All In",-7.882,99.99,4,2,1,262.76526,NA,2005,2005
"12983","TRAWKPT128E0795428","Saosin","Bury Your Head (Acoustic)",-3.828,125.062,4,6,0,254.27546,0.596571198,2005,2005
"12984","TRAWKQB128F92EE55D","Oldelaf et Monsieur D","Ouragan",-11.946,116.714,4,0,0,540.47302,NA,2006,2005
"12986","TRAWKQN128F427FA2F","Flamin' Groovies","Step Up",-9.113,159.337,4,7,1,199.49669,0.248418733,1991,1985
"12988","TRAWKTD128F92F47FA","Twila Paris","I'll See You Sunday",-12.908,135.421,4,3,1,235.65016,NA,1980,1975
"12989","TRAWKXK128F42B62B3","Cam'Ron / Juelz Santana / Jimmy Jones","Come Home With Me",-5.104,163.57,4,6,0,301.50485,0.499445835,2002,1995
"12991","TRAWLGG128F42884CA","Usher","Pianolude",-16.611,209.056,4,8,1,212.61016,NA,1999,1995
"12993","TRAWLIM128F92F13EF","Mindy McCready","You'll Never Know",-6.142,124.218,4,2,1,240.69179,0.655953232,1997,1995
"13000","TRAWLTG12903CB226E","Bikini Machine","The Race",-5.073,109.402,5,9,0,280.76363,0,2009,2005
"13001","TRAWLTZ128F9308CC9","Max Steiner","The Scarifice Ceremony",-14.528,202.496,1,4,0,145.84118,NA,1993,1985
"13002","TRAWLVX128F934E63C","Aphasia","sample processing failed (part one: ""why don't you fuckin' remember anything ?"")",-1.651,68.544,4,5,1,207.5424,NA,2001,1995
"13005","TRAWLYD128F42153D2","Sergio Dalma","Un Cachito De Ti",-5.768,164.024,4,11,1,253.59628,0.265861049,1995,1995
"13006","TRAWLYF128F92D9EE0","Blue October","Blue Skies",-6.8,116.896,4,11,0,223.29424,0.779756966,2009,2005
"13009","TRAWMCL12903CAC63B","Uriah Heep","What Should Be Done",-16.118,143.14,4,5,1,252.9171,0.561469137,1971,1965
"13012","TRAWMMI128F149CB27","Dexys Midnight Runners","Breaking Down The Walls Of Heartache",-6.913,155.521,1,1,0,245.36771,0.394394856,1991,1985
"13016","TRAWMXZ128E0786ABD","Joe Rogan","Voodoo Punnany (Album Version)",-9.022,106.229,4,4,0,268.25098,0.212045405,2000,1995
"13020","TRAWNDA128F9341C35","Martina McBride","Make Me Believe",-6.145,159.886,4,6,1,230.66077,0.38293509,1999,1995
"13021","TRAWNFQ12903CD2CCF","Gina V. D'Orio","Naval War",-10.115,168.628,1,5,0,139.91138,0.229144104,2004,1995
"13023","TRAWNOH128F4287513","Unkle Bob","What Do I Know",-6.623,124.094,4,6,0,252.18567,0.482804276,2006,2005
"13024","TRAWNOJ128F4241807","Dark new Day","Free (Album Version)",-5.914,133.985,4,10,0,278.02077,0.334706549,2005,2005
"13025","TRAWNSM12903CA71FC","Twin Atlantic","What Is Light? Where Is Laughter? (Acoustic Version)",-5.632,141.925,4,9,1,240.19546,0.439202489,2008,2005
"13027","TRAWOBG128F93256C6","Dropkick Murphys","The Burden (Album Version)",-1.983,140.618,4,7,1,175.96036,0.651569826,2005,2005
"13030","TRAWOCY128F145B051","Jay & The Americans","Some Enchanted Evening",-11.737,119.441,4,5,1,137.19465,0.628296796,1988,1985
"13031","TRAWODX128F42AC413","Peter Gallagher","Everytime It Rains",-11.281,104.131,4,5,1,182.282,0.287643396,2005,2005
"13032","TRAWOHD128F148D176","Rickie Lee Jones","Away From The Sky",-30.285,87.94,4,0,1,331.36281,0.459724988,1989,1985
"13033","TRAWOPG128F92EF9A1","The Exciters","Tell Him",-8.813,89.342,4,6,1,142.21016,NA,1962,1965
"13036","TRAWOQR128F426AE58","Portable","Don't Give Up",-16.696,123.295,4,11,1,369.60608,NA,2002,1995
"13037","TRAWOSK128F9343720","Malkit Singh","Dhol Ton Bina",-9.645,107.245,3,2,1,354.66404,NA,1993,1985
"13039","TRAWOUA128F14AE2E7","Becoming The Archetype","Ex Nihilo",-3.217,198.464,4,8,1,308.74077,0.652436655,2005,2005
"13040","TRAWOVS128F424DC49","Adam Richman","From The Pain",-22.646,127.677,1,3,1,344.94649,0.39407153,2005,2005
"13043","TRAWPFX128F92E58B5","Bebo Norman","Sunday",-10.488,90.191,4,5,1,219.45424,0.531722098,2006,2005
"13044","TRAWPFY128F428A9CD","Bad Religion","Epiphany",-3.469,112.918,4,2,0,239.882,0.650041838,2002,1995
"13050","TRAWPNC128F92EAA90","Toby Love featuring Rakim & Ken-Y","Tengo Un Amor",-6.046,134.012,4,8,1,260.28363,0.782452966,2007,2005
"13052","TRAWPOF128E078B8C0","Fat Joe","My FoFo  (Album Version - Amended)",-7.004,80.865,4,2,1,235.20608,0.485296593,2005,2005
"13053","TRAWPQO128F14604D1","Bobbie Gentry","Reunion",-11.795,99.777,1,7,1,156.21179,NA,1968,1965
"13056","TRAWPXB12903CFA413","France D' Amour","Ailleurs",-7.736,57.091,1,6,1,232.202,NA,1992,1985
"13059","TRAWQKX12903CB3EC2","Slackbaba","The Real Trick",-6.726,120.016,4,7,1,330.39628,NA,2010,2005
"13060","TRAWQSO128F424E2F9","Faith Hill","Red Umbrella (Album Version)",-5.271,118.077,3,7,1,219.84608,0.573019828,2007,2005
"13062","TRAWQXV128F14555B1","Sister Hazel","Come Around (LP Version)",-5.09,217.13,4,10,1,235.72853,0.627363448,2003,1995
"13065","TRAWRFC12903CF2624","Inner Circle","Bed's Too Big Without You",-5.642,90.018,4,0,1,227.81342,0,2008,2005
"13067","TRAWRJL128F92D42A9","Lexie Mountain Boys","Lullaby For The Dead In Our Life",-19.07,51.931,1,6,1,239.56853,NA,2006,2005
"13069","TRAWRKT128E0788857","Rise Against","Swing Life Away",-7.679,184.591,3,6,1,200.12363,0.875510884,2003,1995
"13075","TRAWRWK128F4260B37","Gal Costa","Wave",-14.743,123.871,4,2,1,230.47791,NA,1999,1995
"13076","TRAWRZX128F93019AC","Maxi Priest","Caution",-14.292,167.278,1,0,1,292.25751,NA,1991,1985
"13080","TRAWSHZ12903CC7BB4","Taya wooden","Mothers Rastas",-24.447,160.251,4,4,1,267.59791,0,2007,2005
"13082","TRAWSJK128F42767F2","Ini Kamoze","Here Comes The Hotstepper",-3.695,100.339,4,7,1,242.59873,NA,1995,1995
"13083","TRAWSSL12903CC4734","Zombina & The Skeletones","Can't Break a Dead Girl's Heart",-6.818,91.018,4,2,1,152.65914,0.547324832,2002,1995
"13085","TRAWSXU128F4275C84","Buddy Johnson","Did You See Jackie Robinson Hit That Ball?",-9.906,72.74,7,0,0,140.01587,0.501726082,2005,2005
"13086","TRAWSXV128F4273E35","Mobb Deep","Hell On Earth (Front Lines)",-3.414,91.913,4,9,0,274.1024,NA,1996,1995
"13087","TRAWSYF128F149431A","Vangelis","Twilight",-24.732,163.789,1,7,0,297.66485,0.624833534,1990,1985
"13089","TRAWTGS128F14569A8","Leona Naess","Chase",-5.769,93.259,4,11,1,199.07873,0.587322522,2000,1995
"13092","TRAWTKK128F92C25D0","Kings Of Leon","Woo Hoo",-5.217,125.19,4,7,1,211.40853,0.657074962,2007,2005
"13094","TRAWTLE128F934E648","Aphasia","mixture of noize (part two: ""walter sobchak"" - live extract)",-4.177,65.009,4,1,1,984.55465,NA,2001,1995
"13095","TRAWTLK12903CF4B2D","The Chi-Lites","The Coldest Days Of My Life",-10.955,139.925,4,9,1,274.83383,0.473912518,1972,1965
"13096","TRAWTOK12903D0A21B","Swans Of Avon","When Heaven Falls",-7.597,166.011,4,4,0,196.54485,NA,1995,1995
"13097","TRAWTPL128F42224E7","DJ Godfather","From Da Back",-9.691,170.548,1,10,0,45.08689,0,2003,1995
"13101","TRAWTSO128F9345A3C","Fast Eddie","Yo Yo Get Funky",-7.202,126.039,4,6,1,278.54322,NA,1990,1985
"13102","TRAWTUG12903CB2DB8","Don Francisco","Gotta Tell Somebody",-11.013,97.115,4,9,0,395.15383,0.265861049,1991,1985
"13104","TRAWTUV128F426DD46","Happy Mondays","Grandbag's Funeral",-11.927,113.781,4,11,0,200.80281,0.592054388,1990,1985
"13106","TRAWUEC128F930F518","5th Ward Boyz","Ghetto Curse Words (Chopped&Screwed)",-10.117,95.466,3,9,1,120.81587,NA,1994,1985
"13108","TRAWUJY128F9342A56","Inhume","Inhume",-4.469,141.423,1,6,0,185.20771,NA,2003,1995
"13110","TRAWULX128F4291255","Martina McBride","God's Will",-10.271,127.434,4,1,1,349.33506,0.664130346,2003,1995
"13111","TRAWUMN128F4222D88","Brenda Lee","Your One And Only (LP Version)",-10.002,89.13,4,7,1,188.26404,0.244099686,1960,1965
"13113","TRAWUSV128F425CF8D","Papa Wemba","Excuse me",-12.297,83.529,5,2,1,168.6722,NA,1998,1995
"13115","TRAWUUP12903CEF2F9","Letters To Cleo","Co-Pilot (Album Version)",-6.037,130.619,4,4,1,220.76036,NA,1997,1995
"13116","TRAWUUX128F426731A","Africando","Lindas Africanas",-6.846,90.861,4,5,1,460.48608,0.358976526,2003,1995
"13118","TRAWVLS128F148D430","EPMD","Give The People",-11.437,98.037,7,7,1,310.54322,NA,1990,1985
"13120","TRAWVNL128F9327983","Bad Company","Call On Me",-9.745,116.486,4,2,0,365.24363,0.55820027,1975,1975
"13126","TRAWWHM128F9310FD7","The Rolling Stones","Think",-12.67,132.903,1,4,1,189.67465,0.664228033,1966,1965
"13127","TRAWWHT128F426894E","Hem","When I Was Drinking",-14.519,108.054,3,4,1,222.74567,0.566707642,2000,1995
"13128","TRAWWIK128E078D19C","Marshall Crenshaw","Rave On (Live 1982)",-11.026,162.653,4,8,1,95.86893,0.270775999,2000,1995
"13132","TRAWWTR128F93593BF","False Prophets","Banana Split Republic",-7.694,119.048,4,0,1,242.88608,0.382893364,1984,1975
"13133","TRAWWVS128F1482068","John Mayall & The Bluesbreakers","Looking Back",-7.17,120.736,4,0,0,156.9171,NA,1997,1995
"13135","TRAWXEA128F428C8F9","Rita Chiarelli","Grits Ain't Groceries",-5.661,120.129,4,8,1,208.40444,0,2004,1995
"13136","TRAWXIK12903CF4145","Gerald Veasley","Love Letter",-11.733,76.693,4,5,0,251.21914,NA,1999,1995
"13137","TRAWXON128F1471203","Brasilian Tropical Orchestra","Yesterday",-15.783,159.848,4,5,1,160.31302,0.304169503,1999,1995
"13138","TRAWXPP128F932B152","Wordsworth","Gotta Pay (Produced by Oddisee)",-6.258,120.2,3,6,1,254.98077,0.444401715,2004,1995
"13141","TRAWXXP128F92FE765","Steve Riley & The Mamou Playboys","Katherine",-8.256,94.073,4,7,1,189.64853,NA,1995,1995
"13142","TRAWXYD128F4255FBD","K.I.Z.","Walpurgisnacht",-5.637,120.234,4,5,1,331.31057,NA,2007,2005
"13143","TRAWXYT128F428CBE4","Uphill Battle","Climate Control",-6.563,107.329,4,2,1,323.36934,0.396700138,2002,1995
"13144","TRAWYCO128F9322CE1","2 Minutos","Tema De Adrian",-10.693,102.055,4,0,1,178.72934,NA,2003,1995
"13146","TRAWYIK12903CB4F3A","Thomas Dolby","Windpower",-10.403,57.909,4,1,1,265.45587,NA,1982,1975
"13150","TRAWYNV128F92F5E7E","Guns N' Roses","Catcher In The Rye",-7.483,85.239,4,9,1,352.96608,0.710365671,2008,2005
"13152","TRAWYTV128F429DEE8","Delirious","God You Are My God",-9.833,91.162,4,2,1,225.14893,0.304169503,2000,1995
"13153","TRAWYVJ128F92F27B8","UK Subs","Sk8 Tough",-6.856,137.277,1,4,1,136.77669,0.215080319,1986,1985
"13154","TRAWYWF12903CFCCA0","Jaime Jamgochian","God Unchanging",-6.668,151.939,4,7,1,231.60118,0.265861049,2008,2005
"13155","TRAWZFC128F92E78EF","Delroy Wilson","Who Cares",-8.814,142.066,4,7,1,191.73832,0.495421502,1969,1965
"13156","TRAWZJQ128F92E1314","The Lord Weird Slough Feg","The Spinward Marches",-4.736,125.418,3,8,1,82.52036,NA,2003,1995
"13159","TRAWZRG128F1489B24","Pennywise","Yell Out",-5.573,201.566,4,8,1,154.85342,0.749313511,2005,2005
"13160","TRAWZYH128F422FE57","Jesus Jones","All The Answers",-5.844,110.47,4,4,0,227.73506,0.394394856,1989,1985
"13479","TRAXAAS128F146B741","The Jam","Start!",-8.015,139.826,4,0,1,135.83628,0.413739836,1980,1975
"13480","TRAXAHC128F421D3C3","Five Fingers of Funk","Posters",-12.595,96.627,4,9,1,259.3171,NA,1995,1995
"13481","TRAXAIT128F92D80C6","Vulgar Pigeons","O.R.P.",-3.619,132.136,4,5,0,125.98812,0,2004,1995
"13484","TRAXAMO128F4289D24","Gym Class Heroes","Simple Livin' (Album Version)",-6.244,160.938,1,2,0,186.46159,0.241655252,2005,2005
"13485","TRAXAOX128F930DB6B","Captain Hollywood Project","Find Another Way",-8.48,159.083,4,0,1,235.62404,0.525497119,1995,1995
"13487","TRAXATF128F42AAA52","50 Cent","In Da House Skit",-13.102,152.227,1,10,0,27.68934,NA,2007,2005
"13488","TRAXATR128F4244382","Tullycraft","Loveless",-15.799,144.438,4,5,1,206.13179,0.355285536,1999,1995
"13489","TRAXAYE128F9354352","Richi M.","Popcorn",-7.21,131.01,4,7,1,350.22322,NA,2000,1995
"13490","TRAXAZZ128F4255FAF","K.I.Z.","Freiwild",-5.464,183.619,3,4,0,234.68363,NA,2005,2005
"13491","TRAXBFN12903C9D50E","Sub Focus","Juno",-5.036,173.903,4,0,1,292.98893,0.521659258,2005,2005
"13495","TRAXBLJ128F92EEBB1","Aisha Duo","Beneath an Evening Sky",-19.744,86.903,5,1,0,288.60036,0.417641648,2005,2005
"13496","TRAXBLT128F42A2099","Bob Wills","South",-9.394,157.699,1,8,1,107.93751,NA,1991,1985
"13497","TRAXBTV12903CD8399","Danielle Bollinger","When the Broken Hearted Love Again",-9.845,130.001,4,1,1,555.54567,NA,2006,2005
"13498","TRAXBUC128F1469548","Penguin CafÃ© Orchestra","Harmonic Necklace",-41.691,33.009,1,2,1,72.77669,0.541551998,1981,1975
"13500","TRAXBVE128F932BD11","Dead To Me","What's Wrong",-6.5,93.161,4,8,1,105.42975,0.561692411,2008,2005
"13502","TRAXBYL128F92DA505","Hatiras","Final Flash",-4.6,93.749,3,2,1,177.13587,0,2002,1995
"13508","TRAXCVG12903CF523C","Cama","Fade Away",-6.147,106.519,3,7,1,221.17832,0,2009,2005
"13510","TRAXDAH128F422BBFC","Monty Are I","O Brother",-3.699,170.038,3,11,0,279.24853,0.569275651,2006,2005
"13514","TRAXDEF128F4253194","Zbigniew Preisner","Colin Tries Standing",-24.729,125.15,4,2,1,50.99057,0.450992312,1993,1985
